congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,Meta
116,House,20301,41,3,AL,200,,,"ROGERS, Mike Dennis",R000575,1958,,0.355,0.459,-168.05046,0.7983,746,70,,0.52,0.367,"Source:  Lewis, Jeffrey B., Keith Poole, Howard Rosenthal, Adam Boche, Aaron Rudkin, and Luke Sonnet (2020). Voteview: Congressional Roll-Call Votes Database. https://voteview.com/ "
116,House,21102,41,7,AL,100,,,"SEWELL, Terri",S001185,1965,,-0.391,0.402,-28.35716,0.9637,767,11,,-0.431,0.386,Retrieved: 2020-10-07
116,House,21192,41,2,AL,200,,,"ROBY, Martha",R000591,1976,,0.362,0.658,-88.22659,0.88206,703,30,,0.345,0.671,
116,House,21193,41,5,AL,200,,,"BROOKS, Mo",B001274,1954,,0.649,-0.449,-133.0951,0.84368,783,49,,0.779,-0.38,
116,House,21376,41,1,AL,200,,,"BYRNE, Bradley",B001289,1955,,0.611,0.246,-102.12042,0.86017,678,40,,0.709,0.174,
116,House,21500,41,6,AL,200,,,"PALMER, Gary James",P000609,1954,,0.711,-0.04,-98.96553,0.87983,773,41,,0.668,0.071,
116,House,29701,41,4,AL,200,,,"ADERHOLT, Robert",A000055,1965,,0.369,0.59,-119.35356,0.85288,750,43,,0.453,0.478,
116,House,14066,81,1,AK,200,,,"YOUNG, Donald Edwin",Y000033,1933,,0.284,0.022,-216.84125,0.75007,754,81,,0.33,0.113,
116,House,20305,61,3,AZ,100,,,"GRIJALVA, Raúl M.",G000551,1948,,-0.599,-0.256,-21.38608,0.97181,748,8,,-0.583,-0.576,
116,House,20902,61,2,AZ,100,,,"KIRKPATRICK, Ann",K000368,1950,,-0.164,-0.007,-46.64628,0.93481,692,19,,-0.369,0.4,
116,House,21103,61,4,AZ,200,,,"GOSAR, Paul",G000565,1958,,0.678,-0.42,-117.46036,0.85231,735,45,,0.919,-0.395,
116,House,21105,61,6,AZ,200,,,"SCHWEIKERT, David",S001183,1962,,0.589,-0.321,-197.31712,0.77824,787,92,,0.517,-0.296,
116,House,21502,61,7,AZ,100,,,"GALLEGO, Ruben",G000574,1979,,-0.449,-0.013,-20.98747,0.97332,776,11,,-0.431,0.042,
116,House,21705,61,5,AZ,200,,,"BIGGS, Andrew S.",B001302,1958,,0.882,-0.471,-93.71435,0.88583,773,30,,1,-0.03,
116,House,21739,61,1,AZ,100,,,"O'HALLERAN, Thomas C.",O000171,1946,,-0.188,0.147,-44.29308,0.94459,777,15,,-0.333,0.402,
116,House,21757,61,8,AZ,200,,,"LESKO, Debbie",L000589,1958,,0.606,-0.033,-102.0045,0.87697,777,48,,0.595,0.001,
116,House,21968,61,9,AZ,100,,,"STANTON, Greg",S001211,1970,,-0.311,-0.051,-19.95498,0.97496,787,8,,-0.311,-0.051,
116,House,21106,42,1,AR,200,,,"CRAWFORD, Rick",C001087,1966,,0.414,0.493,-84.16673,0.89039,725,36,,0.511,0.531,
116,House,21108,42,3,AR,200,,,"WOMACK, Steve",W000809,1957,,0.357,0.586,-66.47716,0.9192,789,23,,0.383,0.613,
116,House,21503,42,2,AR,200,,,"HILL, French",H001072,1956,,0.454,0.227,-90.0628,0.89135,783,33,,0.424,0.333,
116,House,21563,42,4,AR,200,,,"WESTERMAN, Bruce Eugene",W000821,1967,,0.55,0.352,-71.5456,0.91182,775,29,,0.551,0.46,
116,House,15448,71,12,CA,100,,,"PELOSI, Nancy",P000197,1940,,-0.49,-0.206,-0.604,0.99061,64,0,,-0.427,0.184,
116,House,20104,71,28,CA,100,,,"SCHIFF, Adam",S001150,1960,,-0.349,-0.129,-14.57243,0.98165,787,4,,-0.427,-0.01,
116,House,20108,71,53,CA,100,,,"DAVIS, Susan A.",D000598,1944,,-0.343,-0.103,-15.42956,0.98039,779,4,,-0.34,-0.011,
116,House,20307,71,22,CA,200,,,"NUNES, Devin",N000181,1973,,0.449,0.215,-77.42828,0.90573,782,29,,0.457,0.399,
116,House,20310,71,38,CA,100,,,"SÁNCHEZ, Linda T.",S001156,1969,,-0.508,-0.137,-12.6886,0.98355,765,5,,-0.526,-0.043,
116,House,20501,71,16,CA,100,,,"COSTA, Jim",C001059,1952,,-0.192,0.464,-97.86184,0.88209,780,36,,-0.373,0.757,
116,House,20538,71,6,CA,100,,,"MATSUI, Doris",M001163,1944,,-0.434,-0.162,-27.9819,0.96485,782,9,,-0.42,0.079,
116,House,20702,71,9,CA,100,,,"McNERNEY, Jerry",M001166,1951,,-0.262,-0.153,-19.88245,0.97434,765,8,,-0.427,-0.179,
116,House,20703,71,23,CA,200,,,"MCCARTHY, Kevin",M001165,1965,,0.458,0.212,-93.07452,0.88684,775,41,,0.425,0.358,
116,House,20762,71,14,CA,100,,,"SPEIER, Karen Lorraine Jacqueline (Jackie)",S001175,1950,,-0.38,-0.444,-40.81569,0.94717,752,9,,-0.311,-0.249,
116,House,20903,71,4,CA,200,,,"McCLINTOCK, Tom",M001177,1956,,0.719,-0.474,-170.18822,0.80147,769,94,,0.644,-0.382,
116,House,20955,71,27,CA,100,,,"CHU, Judy",C001080,1953,,-0.487,-0.378,-14.14063,0.98219,787,5,,-0.426,-0.435,
116,House,20958,71,3,CA,100,,,"GARAMENDI, John",G000559,1945,,-0.309,-0.093,-31.15225,0.9606,775,8,,-0.301,-0.039,
116,House,20963,71,50,CA,200,,,"HUNTER, Duncan Duane",H001048,1976,,0.539,0.085,-124.54558,0.79736,550,57,,0.637,-0.1,
116,House,21110,71,37,CA,100,,,"BASS, Karen",B001270,1953,,-0.585,-0.106,-16.0441,0.97872,746,8,,-0.574,-0.403,
116,House,21302,71,1,CA,200,,,"LaMALFA, Doug",L000578,1960,,0.53,0.089,-117.63886,0.85746,765,49,,0.503,0.096,
116,House,21303,71,2,CA,100,,,"HUFFMAN, Jared",H001068,1964,,-0.427,-0.543,-23.9188,0.96914,763,7,,-0.418,-0.627,
116,House,21304,71,7,CA,100,,,"BERA, Ami",B001287,1965,,-0.232,0.014,-29.36775,0.96342,788,11,,-0.363,0.301,
116,House,21305,71,8,CA,200,,,"COOK, Paul",C001094,1943,,0.372,0.208,-105.7007,0.87032,761,43,,0.321,0.372,
116,House,21306,71,15,CA,100,,,"SWALWELL, Eric",S001193,1980,,-0.368,-0.105,-21.28233,0.96538,604,7,,-0.523,0.266,
116,House,21308,71,26,CA,100,,,"BROWNLEY, Julia",B001285,1952,,-0.286,0.052,-30.11095,0.96194,776,12,,-0.368,0.213,
116,House,21309,71,29,CA,100,,,"CÁRDENAS, Tony",C001097,1963,,-0.382,0.02,-29.69875,0.96133,753,15,,-0.451,0.038,
116,House,21311,71,36,CA,100,,,"RUIZ, Raul",R000599,1972,,-0.243,0.06,-42.63825,0.94739,789,18,,-0.392,0.218,
116,House,21312,71,41,CA,100,,,"TAKANO, Mark",T000472,1960,,-0.463,-0.262,-16.81702,0.97851,774,6,,-0.399,-0.366,
116,House,21313,71,47,CA,100,,,"LOWENTHAL, Alan",L000579,1941,,-0.45,-0.374,-15.67613,0.98028,787,5,,-0.473,-0.568,
116,House,21314,71,51,CA,100,,,"VARGAS, Juan",V000130,1961,,-0.4,0.099,-31.60754,0.95983,771,11,,-0.546,-0.195,
116,House,21315,71,52,CA,100,,,"PETERS, Scott",P000608,1958,,-0.18,-0.046,-60.75338,0.92404,769,24,,-0.225,0.173,
116,House,21504,71,11,CA,100,,,"DESAULNIER, Mark James",D000623,1952,,-0.529,-0.361,-11.59476,0.98524,780,4,,-0.461,-0.532,
116,House,21506,71,31,CA,100,,,"AGUILAR, Peter Rey",A000371,1979,,-0.291,0.136,-48.94772,0.93933,782,19,,-0.445,0.398,
116,House,21507,71,33,CA,100,,,"LIEU, Ted",L000582,1969,,-0.371,-0.263,-24.84826,0.9675,752,8,,-0.597,-0.183,
116,House,21508,71,35,CA,100,,,"TORRES, Norma Judith",T000474,1965,,-0.361,0.032,-32.61303,0.95895,778,12,,-0.395,0.071,
116,House,21703,71,44,CA,100,,,"BARRAGÁN, Nanette Diaz",B001300,1976,,-0.513,0.046,-21.66833,0.97246,776,11,,-0.48,-0.515,
116,House,21709,71,24,CA,100,,,"CARBAJAL, Salud",C001112,1964,,-0.301,0.143,-18.30468,0.97707,789,4,,-0.357,0.073,
116,House,21711,71,46,CA,100,,,"CORREA, Jose Luis",C001110,1958,,-0.281,0.306,-59.16572,0.92659,776,27,,-0.338,0.171,
116,House,21728,71,17,CA,100,,,"KHANNA, Rohit",K000389,1976,,-0.577,-0.257,-39.46245,0.95109,787,11,,-0.315,-0.638,
116,House,21740,71,20,CA,100,,,"PANETTA, James Varni",P000613,1969,,-0.305,0.048,-37.48932,0.9536,789,15,,-0.305,0.234,
116,House,21754,71,34,CA,100,,,"GOMEZ, Jimmy",G000585,1974,,-0.595,-0.087,-25.3863,0.96806,782,12,,-0.426,-0.497,
116,House,21907,71,39,CA,100,,,"CISNEROS, Gil",C001123,1972,,-0.376,0.576,-48.14337,0.94066,787,16,,-0.376,0.576,
116,House,21909,71,21,CA,100,,,"COX, TJ",C001124,1963,,-0.343,0.477,-48.36117,0.93981,779,14,,-0.343,0.477,
116,House,21930,71,10,CA,100,,,"HARDER, Josh",H001090,1986,,-0.387,0.764,-62.14582,0.92361,782,16,,-0.387,0.764,
116,House,21932,71,25,CA,100,,,"HILL, Katie",H001087,1987,,-0.306,0.114,-20.26703,0.96104,510,8,,-0.305,0.113,
116,House,21939,71,49,CA,100,,,"LEVIN, Mike",L000593,1978,,-0.353,0.12,-20.4994,0.97435,789,7,,-0.353,0.12,
116,House,21954,71,45,CA,100,,,"PORTER, Katie",P000618,1974,,-0.177,0.008,-98.32708,0.88099,776,41,,-0.176,0.008,
116,House,21960,71,48,CA,100,,,"ROUDA, Harley",R000616,1961,,-0.335,0.558,-42.23524,0.94676,772,11,,-0.335,0.558,
116,House,21988,71,25,CA,200,,,"GARCIA, Mike",G000061,1976,,0.431,0.451,-7.29856,0.92893,99,3,,0.432,0.445,
116,House,29106,71,43,CA,100,,,"WATERS, Maxine",W000187,1938,,-0.653,-0.073,-54.2173,0.93293,781,18,,-0.594,0.371,
116,House,29312,71,18,CA,100,,,"ESHOO, Anna Georges",E000215,1942,,-0.381,-0.427,-13.01063,0.98318,767,6,,-0.393,-0.228,
116,House,29317,71,40,CA,100,,,"ROYBAL-ALLARD, Lucille",R000486,1941,,-0.47,-0.186,-15.19797,0.98053,773,6,,-0.398,-0.118,
116,House,29323,71,42,CA,200,,,"CALVERT, Ken",C000059,1953,,0.349,0.22,-80.76556,0.90163,780,25,,0.32,0.524,
116,House,29504,71,19,CA,100,,,"LOFGREN, Zoe",L000397,1947,,-0.402,-0.446,-30.54251,0.96096,767,10,,-0.442,-0.495,
116,House,29707,71,30,CA,100,,,"SHERMAN, Brad",S000344,1954,,-0.342,-0.148,-20.65142,0.97367,774,11,,-0.455,0.065,
116,House,29778,71,13,CA,100,,,"LEE, Barbara",L000551,1946,,-0.683,-0.588,-22.29274,0.97193,783,8,,-0.548,-0.785,
116,House,29901,71,5,CA,100,,,"THOMPSON, Michael",T000460,1951,,-0.395,0.065,-37.07663,0.95311,772,18,,-0.443,0.416,
116,House,29903,71,32,CA,100,,,"NAPOLITANO, Grace Flores",N000179,1936,,-0.448,-0.249,-17.77866,0.97749,781,9,,-0.478,-0.27,
116,House,20704,62,5,CO,200,,,"LAMBORN, Doug",L000564,1954,,0.679,0.197,-71.55022,0.91126,770,32,,0.631,0.249,
116,House,20705,62,7,CO,100,,,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.076,-28.9411,0.9621,749,10,,-0.299,-0.042,
116,House,21111,62,3,CO,200,,,"TIPTON, Scott",T000470,1956,,0.449,-0.021,-119.7689,0.85866,786,47,,0.437,0.026,
116,House,21510,62,4,CO,200,,,"BUCK, Kenneth Robert",B001297,1959,,0.756,-0.459,-105.54007,0.85798,689,44,,0.741,-0.405,
116,House,21912,62,6,CO,100,,,"CROW, Jason",C001121,1979,,-0.271,0.405,-45.97541,0.94332,788,15,,-0.271,0.405,
116,House,21948,62,2,CO,100,,,"NEGUSE, Joseph",N000191,1984,,-0.456,-0.482,-13.9703,0.98241,787,4,,-0.456,-0.482,
116,House,29710,62,1,CO,100,,,"DeGETTE, Diana",D000197,1957,,-0.432,-0.313,-16.12629,0.97951,779,7,,-0.392,-0.365,
116,House,20706,1,2,CT,100,,,"COURTNEY, Joe",C001069,1953,,-0.344,0.017,-21.43305,0.97317,788,6,,-0.359,0.007,
116,House,20907,1,4,CT,100,,,"HIMES, James A.",H001047,1966,,-0.242,-0.238,-41.64391,0.94782,777,16,,-0.319,0.125,
116,House,21931,1,5,CT,100,,,"HAYES, Jahana",H001081,1973,,-0.37,-0.04,-20.54335,0.97323,757,7,,-0.37,-0.04,
116,House,29109,1,3,CT,100,,,"DeLAURO, Rosa L.",D000216,1943,,-0.416,-0.118,-19.20556,0.97518,764,7,,-0.376,-0.05,
116,House,29908,1,1,CT,100,,,"LARSON, John B.",L000557,1948,,-0.397,-0.051,-17.29001,0.97802,778,6,,-0.346,0.003,
116,House,21706,11,1,DE,100,,,"BLUNT ROCHESTER, Lisa",B001303,1962,,-0.332,-0.116,-15.44569,0.98054,786,3,,-0.398,-0.113,
116,House,20316,43,25,FL,200,,,"DIAZ-BALART, Mario",D000600,1961,,0.279,0.121,-129.79684,0.84543,773,50,,0.284,0.222,
116,House,20504,43,23,FL,100,,,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.421,0.07,-26.65708,0.96589,768,7,,-0.356,0.104,
116,House,20708,43,14,FL,100,,,"CASTOR, Kathy",C001066,1966,,-0.438,0.045,-16.35518,0.97941,786,5,,-0.416,-0.073,
116,House,20709,43,16,FL,200,,,"BUCHANAN, Vernon G.",B001260,1951,,0.359,-0.134,-140.02449,0.83133,758,60,,0.345,-0.012,
116,House,20758,43,12,FL,200,,,"BILIRAKIS, Gus",B001257,1963,,0.405,0.019,-122.25034,0.85177,762,55,,0.412,-0.014,
116,House,20909,43,8,FL,200,,,"POSEY, Bill",P000599,1947,,0.518,-0.319,-178.26135,0.79405,773,85,,0.531,-0.329,
116,House,20959,43,22,FL,100,,,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.4,-0.094,-19.6709,0.97465,766,7,,-0.394,0.058,
116,House,21116,43,11,FL,200,,,"WEBSTER, Daniel A.",W000806,1949,,0.506,-0.047,-160.05649,0.8062,743,83,,0.558,-0.167,
116,House,21118,43,24,FL,100,,,"WILSON, Frederica",W000808,1942,,-0.476,-0.015,-12.11962,0.98312,712,4,,-0.542,0.023,
116,House,21317,43,3,FL,200,,,"YOHO, Ted",Y000065,1955,,0.705,-0.365,-126.98283,0.83581,708,55,,0.718,-0.335,
116,House,21321,43,21,FL,100,,,"FRANKEL, Lois",F000462,1948,,-0.399,-0.083,-22.51979,0.97042,750,10,,-0.343,-0.03,
116,House,21712,43,13,FL,100,,,"CRIST, Charlie Joseph Jr.",C001111,1956,,-0.222,0.043,-33.96068,0.95777,787,15,,-0.288,0.279,
116,House,21713,43,10,FL,100,,,"DEMINGS, Valdez Butler",D000627,1957,,-0.338,-0.113,-23.94779,0.96995,785,11,,-0.312,0.085,
116,House,21714,43,2,FL,200,,,"DUNN, Neal Patrick",D000628,1953,,0.534,0.219,-120.23826,0.85151,748,56,,0.547,0.172,
116,House,21719,43,1,FL,200,,,"GAETZ, Matthew L. II",G000578,1982,,0.623,-0.579,-196.11983,0.75413,695,89,,0.594,-0.635,
116,House,21732,43,5,FL,100,,,"LAWSON, Alfred Jr.",L000586,1948,,-0.255,0.077,-34.81282,0.95551,765,15,,-0.26,0.068,
116,House,21735,43,18,FL,200,,,"MAST, Brian Jeffery",M001199,1980,,0.415,-0.294,-202.66884,0.7643,754,87,,0.447,-0.348,
116,House,21738,43,7,FL,100,,,"MURPHY, Stephanie",M001202,1978,,-0.156,0.081,-86.34264,0.89597,786,33,,-0.175,0.24,
116,House,21742,43,19,FL,200,,,"ROONEY, Francis",R000607,1953,,0.507,-0.513,-258.84751,0.61019,524,131,,0.492,-0.657,
116,House,21744,43,4,FL,200,,,"RUTHERFORD, John Henry",R000609,1952,,0.395,0.166,-162.57291,0.80719,759,64,,0.425,0.006,
116,House,21746,43,9,FL,100,,,"SOTO, Darren Michael",S001200,1978,,-0.38,0.124,-18.58539,0.97639,778,7,,-0.362,0.002,
116,House,21947,43,26,FL,100,,,"MUCARSEL-POWELL, Debbie",M001207,1971,,-0.344,0.33,-34.08623,0.95745,784,20,,-0.344,0.33,
116,House,21963,43,27,FL,100,,,"SHALALA, Donna",S001206,1941,,-0.351,0.015,-16.87802,0.97876,786,6,,-0.351,0.015,
116,House,21967,43,15,FL,200,,,"SPANO, Ross",S001210,1966,,0.461,0.004,-108.77169,0.86858,772,37,,0.461,0.004,
116,House,21971,43,17,FL,200,,,"STEUBE, William",S001214,1978,,0.658,-0.335,-126.86657,0.84737,766,56,,0.659,-0.336,
116,House,21981,43,6,FL,200,,,"WALTZ, Michael",W000823,1974,,0.409,-0.142,-138.38786,0.83068,746,66,,0.409,-0.143,
116,House,29337,43,20,FL,100,,,"HASTINGS, Alcee Lamar",H000324,1936,,-0.564,0.157,-14.36623,0.97634,600,4,,-0.547,0.217,
116,House,15431,44,5,GA,100,,,"LEWIS, John R.",L000287,1940,,-0.589,-0.221,-11.00536,0.98252,624,5,,-0.449,-0.132,
116,House,20321,44,13,GA,100,,,"SCOTT, David",S001157,1945,,-0.302,0.164,-23.3826,0.9705,781,5,,-0.361,0.12,
116,House,20712,44,4,GA,100,,,"JOHNSON, Hank",J000288,1954,,-0.469,0.012,-36.01344,0.95494,781,10,,-0.462,-0.081,
116,House,20962,44,14,GA,200,,,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-113.96483,0.85361,720,41,,0.664,0.143,
116,House,21122,44,7,GA,200,,,"WOODALL, Rob",W000810,1970,,0.596,-0.185,-136.2761,0.83951,779,58,,0.505,0.084,
116,House,21123,44,8,GA,200,,,"SCOTT, Austin",S001189,1969,,0.569,0.193,-93.76033,0.88619,776,33,,0.563,0.327,
116,House,21323,44,9,GA,200,,,"COLLINS, Doug",C001093,1966,,0.611,0.129,-81.0418,0.896,738,31,,0.595,0.292,
116,House,21513,44,1,GA,200,,,"CARTER, Buddy",C001103,1957,,0.585,0.251,-92.7462,0.88843,784,35,,0.6,0.164,
116,House,21514,44,10,GA,200,,,"HICE, Jody Brownlow",H001071,1960,,0.791,-0.123,-80.56644,0.89763,746,37,,0.854,-0.081,
116,House,21515,44,11,GA,200,,,"LOUDERMILK, Barry D.",L000583,1963,,0.69,-0.008,-78.61167,0.89173,686,29,,0.715,0.142,
116,House,21516,44,12,GA,200,,,"ALLEN, Rick W.",A000372,1951,,0.678,0.292,-90.89955,0.89105,788,38,,0.756,0.355,
116,House,21717,44,3,GA,200,,,"FERGUSON, Anderson Drew IV",F000465,1967,,0.624,0.129,-108.47136,0.87002,779,47,,0.661,0.145,
116,House,21944,44,6,GA,100,,,"McBATH, Lucy",M001208,1960,,-0.258,0.374,-52.36971,0.93562,787,19,,-0.258,0.374,
116,House,29339,44,2,GA,100,,,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.282,0.463,-58.25065,0.92732,772,30,,-0.337,0.279,
116,House,20322,82,1,HI,100,,,"CASE, Ed",C001055,1952,,-0.201,-0.124,-47.21204,0.94177,787,15,,-0.211,0.043,
116,House,21324,82,2,HI,100,,,"GABBARD, Tulsi",G000571,1981,,-0.278,-0.262,-22.64074,0.95607,504,8,,-0.29,-0.526,
116,House,21920,63,1,ID,200,,,"FULCHER, Russell",F000469,1973,,0.624,0.062,-91.60017,0.88906,779,40,,0.624,0.062,
116,House,29910,63,2,ID,200,,,"SIMPSON, Michael K.",S001148,1950,,0.297,0.285,-176.14292,0.79118,752,68,,0.33,0.278,
