congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,Meta
116,House,20750,6,1,VT,100,,,"WELCH, Peter",W000800,1947,,-0.409,-0.351,-19.5608,0.97475,765,8,,-0.516,-0.318,
116,House,20756,40,1,VA,200,,,"WITTMAN, Robert J.",W000804,1959,,0.445,-0.019,-128.60511,0.84871,784,56,,0.526,0.142,
116,House,20952,40,11,VA,100,,,"CONNOLLY, Gerald E. (Gerry)",C001078,1950,,-0.306,-0.014,-51.1818,0.93672,783,25,,-0.242,-0.088,
116,House,21191,40,9,VA,200,,,"GRIFFITH, H. Morgan",G000568,1958,,0.552,-0.438,-169.13909,0.8,758,71,,0.569,-0.365,
116,House,21554,40,8,VA,100,,,"BEYER, Donald Sternoff Jr.",B001292,1950,,-0.385,-0.041,-18.46486,0.97634,771,7,,-0.34,-0.219,
116,House,21736,40,4,VA,100,,,"MCEACHIN, Aston Donald",M001200,1961,,-0.375,-0.084,-38.76202,0.94254,655,16,,-0.299,-0.042,
116,House,21908,40,6,VA,200,,,"CLINE, Benjamin",C001118,1972,,0.711,-0.203,-113.93275,0.86554,789,49,,0.712,-0.204,
116,House,21941,40,2,VA,100,,,"LURIA, Elaine",L000591,1975,,-0.175,0.376,-109.0393,0.86954,780,53,,-0.175,0.376,
116,House,21957,40,5,VA,200,,,"RIGGLEMAN, Denver",R000611,1970,,0.485,-0.039,-114.43102,0.85832,749,39,,0.486,-0.04,
116,House,21966,40,7,VA,100,,,"SPANBERGER, Abigail",S001209,1979,,-0.163,0.425,-105.59527,0.87444,787,38,,-0.163,0.425,
116,House,21983,40,10,VA,100,,,"WEXTON, Jennifer",W000825,1968,,-0.414,0.494,-28.49747,0.96444,787,16,,-0.414,0.494,
116,House,39307,40,3,VA,100,,,"SCOTT, Robert C.",S000185,1947,,-0.45,0.015,-38.52886,0.95228,788,14,,-0.38,0.122,
116,House,20145,73,2,WA,100,,,"LARSEN, Richard Ray (Rick)",L000560,1965,,-0.364,0.19,-39.065,0.95139,784,10,,-0.374,0.118,
116,House,20535,73,5,WA,200,,,"McMORRIS RODGERS, Cathy",M001159,1969,,0.426,0.113,-119.65561,0.85538,766,52,,0.413,-0.038,
116,House,21187,73,3,WA,200,,,"HERRERA BEUTLER, Jaime",H001056,1978,,0.357,-0.192,-130.26687,0.80995,618,65,,0.284,-0.069,
116,House,21368,73,6,WA,100,,,"KILMER, Derek",K000381,1974,,-0.31,-0.011,-31.46229,0.96081,787,16,,-0.416,0.371,
116,House,21369,73,10,WA,100,,,"HECK, Denny",H001064,1952,,-0.312,-0.129,-18.93877,0.97589,776,6,,-0.311,-0.206,
116,House,21556,73,4,WA,200,,,"NEWHOUSE, Daniel Milton",N000189,1955,,0.349,0.233,-99.14943,0.87962,773,43,,0.329,0.281,
116,House,21726,73,7,WA,100,,,"JAYAPAL, Pramila",J000298,1965,,-0.697,-0.268,-37.3262,0.95339,782,12,,-0.495,-0.786,
116,House,21962,73,8,WA,100,,,"SCHRIER, Kim",S001216,1968,,-0.347,0.446,-37.10494,0.95395,787,18,,-0.347,0.446,
116,House,29768,73,9,WA,100,,,"SMITH, Adam",S000510,1965,,-0.284,-0.161,-17.69494,0.9774,774,8,,-0.355,-0.234,
116,House,31101,73,1,WA,100,,,"DelBENE, Suzan K.",D000617,1962,,-0.281,-0.229,-19.08362,0.97601,786,2,,-0.35,-0.192,
116,House,21188,56,1,WV,200,,,"McKINLEY, David",M001180,1947,,0.301,0.191,-130.10559,0.84798,789,53,,0.32,0.355,
116,House,21557,56,2,WV,200,,,"MOONEY, Alex X.",M001195,1971,,0.579,-0.286,-158.87638,0.81678,785,69,,0.577,-0.266,
116,House,21946,56,3,WV,200,,,"MILLER, Carol",M001205,1950,,0.468,0.326,-78.70516,0.90379,778,30,,0.468,0.325,
116,House,14657,25,5,WI,200,,,"SENSENBRENNER, Frank James, Jr.",S000244,1943,,0.638,-0.58,-162.18527,0.78585,673,82,,0.572,-0.268,
116,House,20537,25,4,WI,100,,,"MOORE, Gwendolynne S. (Gwen)",M001160,1951,,-0.528,-0.249,-29.70912,0.96249,777,13,,-0.42,-0.404,
116,House,21189,25,7,WI,200,,,"DUFFY, Sean",D000614,1971,,0.511,-0.109,-100.93909,0.79459,439,46,,0.515,0.012,
116,House,21370,25,2,WI,100,,,"POCAN, Mark",P000607,1964,,-0.541,-0.539,-29.39083,0.96283,776,9,,-0.462,-0.858,
116,House,21559,25,6,WI,200,,,"GROTHMAN, Glenn",G000576,1955,,0.614,-0.286,-150.64573,0.82083,763,71,,0.615,-0.325,
116,House,21720,25,8,WI,200,,,"GALLAGHER, Michael",G000579,1984,,0.44,-0.044,-151.25862,0.81888,757,65,,0.397,-0.033,
116,House,21970,25,1,WI,200,,,"STEIL, Bryan",S001213,1981,,0.419,-0.051,-127.26204,0.84928,779,56,,0.419,-0.052,
116,House,21989,25,7,WI,200,,,"TIFFANY, Thomas P.",T000165,1957,,0.642,-0.177,-9.74456,0.89845,91,4,,0.619,-0.16,
116,House,29769,25,3,WI,100,,,"KIND, Ron",K000188,1963,,-0.262,-0.08,-67.0598,0.91565,761,25,,-0.259,0.172,
116,House,21710,68,1,WY,200,,,"CHENEY, Liz",C001109,1966,,0.517,0.456,-113.23972,0.86123,758,52,,0.517,0.465,
116,Senate,41705,41,0,AL,100,,,"JONES, Gordon Douglas (Doug)",J000300,1954,,-0.085,0.198,-66.00053,0.88882,560,26,,-0.074,0.255,
116,Senate,94659,41,0,AL,200,,,"SHELBY, Richard C.",S000320,1934,,0.429,0.519,-42.9239,0.9277,572,22,,0.438,0.212,
116,Senate,40300,81,0,AK,200,,,"MURKOWSKI, Lisa",M001153,1957,,0.211,-0.29,-42.86976,0.92313,536,10,,0.291,-0.442,
116,Senate,41500,81,0,AK,200,,,"SULLIVAN, Daniel Scott",S001198,1964,,0.485,0.038,-52.54477,0.91074,562,23,,0.514,-0.023,
116,Senate,21300,61,0,AZ,100,,,"SINEMA, Kyrsten",S001191,1976,,-0.102,0.06,-71.14645,0.8772,543,18,,-0.068,0.192,
116,Senate,21501,61,0,AZ,200,,,"McSALLY, Martha",M001197,1966,,0.344,0.028,-35.44682,0.9395,568,13,,0.338,0.24,
116,Senate,20101,42,0,AR,200,,,"BOOZMAN, John",B001236,1950,,0.4,0.246,-26.55053,0.95503,577,10,,0.348,0.253,
116,Senate,21301,42,0,AR,200,,,"COTTON, Tom",C001095,1977,,0.571,0.086,-58.26177,0.90332,573,25,,0.441,0.042,
116,Senate,41701,71,0,CA,100,,,"HARRIS, Kamala Devi",H001075,1964,,-0.709,-0.13,-26.95593,0.91434,301,11,,-0.725,-0.236,
116,Senate,49300,71,0,CA,100,,,"FEINSTEIN, Dianne",F000062,1933,,-0.267,-0.185,-70.49673,0.88499,577,21,,-0.26,-0.062,
116,Senate,21112,62,0,CO,200,,,"GARDNER, Cory",G000562,1974,,0.444,-0.029,-48.20446,0.9185,567,21,,0.353,0.009,
116,Senate,40910,62,0,CO,100,,,"BENNET, Michael F.",B001267,1964,,-0.224,-0.175,-100.63367,0.80427,462,46,,-0.294,-0.135,
116,Senate,20707,1,0,CT,100,,,"MURPHY, Christopher",M001169,1973,,-0.271,-0.197,-145.03485,0.77638,573,64,,-0.156,-0.347,
116,Senate,41101,1,0,CT,100,,,"BLUMENTHAL, Richard",B001277,1946,,-0.434,-0.163,-99.69191,0.84057,574,43,,-0.446,-0.183,
116,Senate,15015,11,0,DE,100,,,"CARPER, Thomas Richard",C000174,1947,,-0.175,-0.223,-94.8012,0.84776,574,26,,-0.187,-0.238,
116,Senate,40916,11,0,DE,100,,,"COONS, Christopher A.",C001088,1963,,-0.227,-0.217,-66.81467,0.88658,555,24,,-0.201,-0.251,
116,Senate,41102,43,0,FL,200,,,"RUBIO, Marco",R000595,1971,,0.568,-0.271,-46.40684,0.91951,553,18,,0.521,-0.12,
116,Senate,41903,43,0,FL,200,,,"SCOTT, Richard Lynn (Rick)",S001217,1952,,0.54,0.076,-48.83345,0.91678,562,23,,0.54,0.074,
116,Senate,29909,44,0,GA,200,,,"ISAKSON, Johnny",I000055,1944,,0.402,-0.011,-10.54373,0.96184,271,2,,0.336,0.153,
116,Senate,41501,44,0,GA,200,,,"PERDUE, David Alfred, Jr.",P000612,1949,,0.562,-0.078,-37.95118,0.93152,535,20,,0.475,0.147,
116,Senate,41904,44,0,GA,200,,,"LOEFFLER, Kelly",L000594,1970,,0.559,-0.209,-18.15767,0.90747,187,7,,0.558,-0.219,
116,Senate,20713,82,0,HI,100,,,"HIRONO, Mazie",H001042,1947,,-0.512,-0.084,-85.16967,0.85891,560,43,,-0.578,0.002,
116,Senate,41112,82,0,HI,100,,,"SCHATZ, Brian Emanuel",S001194,1972,,-0.448,-0.106,-92.16706,0.84724,556,40,,-0.476,-0.094,
116,Senate,29345,63,0,ID,200,,,"CRAPO, Michael Dean",C000880,1951,,0.511,0.294,-32.55873,0.94476,573,17,,0.491,0.663,
116,Senate,40902,63,0,ID,200,,,"RISCH, James",R000584,1943,,0.628,0.565,-26.58487,0.95435,569,15,,0.576,0.631,
116,Senate,15021,21,0,IL,100,,,"DURBIN, Richard Joseph",D000563,1944,,-0.348,-0.307,-131.15187,0.79382,568,70,,-0.282,-0.113,
116,Senate,21325,21,0,IL,100,,,"DUCKWORTH, Tammy",D000622,1968,,-0.332,0.11,-83.50786,0.86031,555,34,,-0.363,0.217,
116,Senate,21133,22,0,IN,200,,,"YOUNG, Todd",Y000064,1972,,0.474,-0.028,-70.28867,0.88379,569,33,,0.464,-0.356,
116,Senate,41900,22,0,IN,200,,,"BRAUN, Michael",B001310,1954,,0.8,0.6,-51.52154,0.91415,574,24,,0.817,0.36,
116,Senate,14226,31,0,IA,200,,,"GRASSLEY, Charles Ernest",G000386,1933,,0.346,-0.065,-61.9917,0.89813,577,22,,0.495,0.008,
116,Senate,41502,31,0,IA,200,,,"ERNST, Joni",E000295,1970,,0.528,-0.053,-56.63583,0.90557,571,20,,0.549,-0.129,
116,Senate,14852,32,0,KS,200,,,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-22.7858,0.9592,547,2,,0.332,0.21,
116,Senate,29722,32,0,KS,200,,,"MORAN, Jerry",M000934,1954,,0.415,0.206,-84.50268,0.84894,516,34,,0.457,-0.308,
116,Senate,14921,51,0,KY,200,,,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.402,0.003,-52.01191,0.9138,577,13,,0.315,0.141,
116,Senate,41104,51,0,KY,200,,,"PAUL, Rand",P000603,1963,,0.878,-0.479,-153.33592,0.75081,535,80,,0.879,-0.478,
116,Senate,20919,45,0,LA,200,,,"CASSIDY, Bill",C001075,1957,,0.456,-0.098,-48.90395,0.91311,538,25,,0.508,-0.079,
116,Senate,41703,45,0,LA,200,,,"KENNEDY, John Neely",K000393,1951,,0.589,0.25,-65.36634,0.89057,564,26,,0.668,0.01,
116,Senate,41300,2,0,ME,328,,,"KING, Angus Stanley, Jr.",K000383,1944,,-0.155,-0.21,-62.01392,0.8981,577,21,,-0.165,-0.158,
116,Senate,49703,2,0,ME,200,,,"COLLINS, Susan Margaret",C001035,1952,,0.113,-0.538,-51.68662,0.91432,577,15,,0.133,-0.398,
116,Senate,15408,52,0,MD,100,,,"CARDIN, Benjamin Louis",C000141,1943,,-0.32,-0.22,-93.04488,0.8489,568,34,,-0.281,-0.074,
116,Senate,20330,52,0,MD,100,,,"VAN HOLLEN, Christopher",V000128,1959,,-0.391,-0.205,-98.04084,0.84349,576,38,,-0.378,-0.322,
116,Senate,14435,3,0,MA,100,,,"MARKEY, Edward John",M000133,1946,,-0.512,-0.453,-63.01846,0.8829,506,19,,-0.618,-0.746,
116,Senate,41301,3,0,MA,100,,,"WARREN, Elizabeth",W000817,1949,,-0.77,-0.286,-13.01504,0.96121,329,4,,-0.796,-0.377,
116,Senate,20923,23,0,MI,100,,,"PETERS, Gary C.",P000595,1958,,-0.245,-0.187,-96.57335,0.84564,576,43,,-0.301,-0.003,
116,Senate,29732,23,0,MI,100,,,"STABENOW, Deborah Ann",S000770,1950,,-0.342,-0.014,-111.57157,0.81639,550,59,,-0.394,-0.111,
116,Senate,40700,33,0,MN,100,,,"KLOBUCHAR, Amy",K000367,1960,,-0.281,-0.384,-131.51561,0.71681,395,69,,-0.473,-0.41,
116,Senate,41706,33,0,MN,100,,,"SMITH, Tina",S001203,1958,,-0.393,-0.06,-79.19918,0.87049,571,37,,-0.411,-0.031,
116,Senate,29534,46,0,MS,200,,,"WICKER, Roger F.",W000437,1951,,0.376,0.349,-27.53732,0.95332,576,8,,0.359,0.199,
116,Senate,41707,46,0,MS,200,,,"HYDE-SMITH, Cindy",H001079,1959,,0.37,0.342,-19.57848,0.96594,565,6,,0.357,0.393,
116,Senate,29735,34,0,MO,200,,,"BLUNT, Roy",B000575,1950,,0.426,0.276,-32.04437,0.94533,570,12,,0.337,0.153,
116,Senate,41901,34,0,MO,200,,,"HAWLEY, Joshua David",H001089,1979,,0.591,-0.258,-56.27675,0.90692,576,23,,0.591,-0.261,
116,Senate,21338,64,0,MT,200,,,"DAINES, Steve",D000618,1962,,0.552,-0.127,-61.99763,0.8966,568,35,,0.585,-0.236,
116,Senate,40702,64,0,MT,100,,,"TESTER, Jon",T000464,1956,,-0.217,0.138,-74.15049,0.87577,559,28,,-0.243,0.121,
116,Senate,41302,35,0,NE,200,,,"FISCHER, Debra (Deb)",F000463,1951,,0.471,0.343,-24.178,0.95854,571,9,,0.481,0.483,
116,Senate,41503,35,0,NE,200,,,"SASSE, Benjamin Eric",S001197,1972,,0.789,-0.192,-35.56569,0.93804,556,14,,0.716,-0.009,
116,Senate,21743,65,0,NV,100,,,"ROSEN, Jacklyn Sheryl",R000608,1957,,-0.281,0.287,-57.37493,0.90472,573,17,,-0.314,0.326,
116,Senate,41700,65,0,NV,100,,,"CORTEZ MASTO, Catherine Marie",C001113,1964,,-0.371,0.343,-57.59546,0.90453,574,27,,-0.352,0.334,
116,Senate,40906,4,0,NH,100,,,"SHAHEEN, Jeanne",S001181,1947,,-0.239,-0.136,-70.94072,0.88412,576,29,,-0.216,-0.011,
116,Senate,41702,4,0,NH,100,,,"HASSAN, Margaret (Maggie)",H001076,1958,,-0.241,-0.019,-63.33802,0.89604,577,25,,-0.225,0.028,
116,Senate,29373,12,0,NJ,100,,,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-116.10558,0.81716,575,50,,-0.377,-0.142,
116,Senate,41308,12,0,NJ,100,,,"BOOKER, Cory Anthony",B001288,1969,,-0.599,-0.241,-38.67213,0.88515,317,19,,-0.563,-0.375,
116,Senate,20930,66,0,NM,100,,,"HEINRICH, Martin",H001046,1971,,-0.326,-0.025,-117.84063,0.80963,558,55,,-0.391,-0.014,
116,Senate,29924,66,0,NM,100,,,"UDALL, Thomas (Tom)",U000039,1948,,-0.453,0.163,-79.9566,0.86826,566,36,,-0.434,0.046,
116,Senate,14858,13,0,NY,100,,,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.359,-0.406,-101.04346,0.83936,577,42,,-0.412,-0.409,
116,Senate,20735,13,0,NY,100,,,"GILLIBRAND, Kirsten",G000555,1966,,-0.475,-0.439,-81.67793,0.84202,475,47,,-0.698,-0.441,
116,Senate,29548,47,0,NC,200,,,"BURR, Richard M.",B001135,1955,,0.45,-0.054,-25.63951,0.9503,503,5,,0.337,0.187,
116,Senate,41504,47,0,NC,200,,,"TILLIS, Thomas Roland (Thom)",T000476,1960,,0.426,0.063,-35.86829,0.93596,542,16,,0.426,0.196,
116,Senate,21350,36,0,ND,200,,,"CRAMER, Kevin",C001096,1961,,0.388,0.288,-21.53788,0.96227,560,8,,0.369,0.253,
116,Senate,41107,36,0,ND,200,,,"HOEVEN, John",H001061,1957,,0.343,0.328,-23.48278,0.95936,566,9,,0.366,0.282,
116,Senate,29386,24,0,OH,200,,,"PORTMAN, Robert Jones (Rob)",P000449,1955,,0.373,-0.236,-28.74545,0.95124,575,8,,0.308,0.101,
116,Senate,29389,24,0,OH,100,,,"BROWN, Sherrod",B000944,1952,,-0.43,-0.115,-118.44081,0.81118,566,51,,-0.385,-0.111,
116,Senate,15424,53,0,OK,200,,,"INHOFE, James Mountain",I000024,1934,,0.555,0.045,-45.14351,0.92308,564,27,,0.622,-0.029,
116,Senate,21166,53,0,OK,200,,,"LANKFORD, James",L000575,1968,,0.59,0.174,-32.30794,0.94555,577,13,,0.694,0.281,
116,Senate,14871,72,0,OR,100,,,"WYDEN, Ronald Lee",W000779,1949,,-0.329,-0.471,-117.56532,0.81303,568,61,,-0.375,-0.61,
116,Senate,40908,72,0,OR,100,,,"MERKLEY, Jeff",M001176,1956,,-0.443,-0.737,-72.51779,0.88093,572,25,,-0.408,-0.713,
116,Senate,29935,14,0,PA,200,,,"TOOMEY, Patrick Joseph",T000461,1961,,0.647,-0.287,-56.1761,0.90307,551,22,,0.715,-0.139,
116,Senate,40703,14,0,PA,100,,,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.312,0.197,-90.60339,0.85468,577,41,,-0.331,0.232,
116,Senate,29142,5,0,RI,100,,,"REED, John F. (Jack)",R000122,1949,,-0.369,-0.172,-102.17436,0.8372,575,55,,-0.324,-0.05,
116,Senate,40704,5,0,RI,100,,,"WHITEHOUSE, Sheldon",W000802,1955,,-0.358,-0.105,-101.78027,0.82646,534,42,,-0.297,-0.033,
116,Senate,21173,48,0,SC,200,,,"SCOTT, Tim",S001184,1965,,0.637,-0.005,-41.23678,0.93033,571,19,,0.561,0.076,
116,Senate,29566,48,0,SC,200,,,"GRAHAM, Lindsey O.",G000359,1955,,0.405,-0.17,-29.92628,0.94751,555,8,,0.317,0.004,
116,Senate,29754,37,0,SD,200,,,"THUNE, John",T000250,1961,,0.411,0.138,-25.41732,0.95676,575,12,,0.392,0.284,
116,Senate,41505,37,0,SD,200,,,"ROUNDS, Marion Michael (Mike)",R000605,1954,,0.407,0.124,-37.23293,0.93038,516,20,,0.436,0.389,
116,Senate,20351,54,0,TN,200,,,"BLACKBURN, Marsha",B001243,1952,,0.619,0.129,-41.75052,0.92913,568,17,,0.695,0.152,
116,Senate,40304,54,0,TN,200,,,"ALEXANDER, Lamar",A000360,1940,,0.323,-0.178,-27.63313,0.94278,469,9,,0.317,-0.09,
116,Senate,40305,49,0,TX,200,,,"CORNYN, John",C001056,1952,,0.492,-0.01,-37.42307,0.93645,570,17,,0.443,0.08,
116,Senate,41304,49,0,TX,200,,,"CRUZ, Rafael Edward (Ted)",C001098,1970,,0.822,-0.275,-42.12343,0.92627,550,19,,0.851,-0.102,
116,Senate,41110,67,0,UT,200,,,"LEE, Mike",L000577,1971,,0.917,-0.4,-108.5906,0.8257,567,63,,0.904,-0.428,
116,Senate,41902,67,0,UT,200,,,"ROMNEY, Willard Mitt (Mitt)",R000615,1947,,0.39,0.712,-71.23286,0.88291,572,25,,0.39,0.712,
116,Senate,14307,6,0,VT,100,,,"LEAHY, Patrick Joseph",L000174,1940,,-0.361,-0.123,-105.49539,0.82717,556,60,,-0.28,-0.05,
116,Senate,29147,6,0,VT,328,,,"SANDERS, Bernard",S000033,1941,,-0.527,-0.379,-35.61896,0.85478,227,14,,-0.806,-0.301,
116,Senate,40909,40,0,VA,100,,,"WARNER, Mark",W000805,1954,,-0.201,-0.029,-63.43184,0.89291,560,22,,-0.227,-0.002,
116,Senate,41305,40,0,VA,100,,,"KAINE, Timothy Michael (Tim)",K000384,1958,,-0.241,-0.061,-77.42034,0.87237,567,33,,-0.252,0,
116,Senate,39310,73,0,WA,100,,,"CANTWELL, Maria E.",C000127,1958,,-0.304,-0.427,-99.44252,0.84068,573,40,,-0.358,-0.385,
116,Senate,49308,73,0,WA,100,,,"MURRAY, Patty",M001111,1950,,-0.352,-0.313,-83.83613,0.85838,549,34,,-0.401,-0.279,
116,Senate,20146,56,0,WV,200,,,"CAPITO, Shelley Moore",C001047,1953,,0.263,0.06,-26.46918,0.95216,540,4,,0.318,0.183,
116,Senate,40915,56,0,WV,100,,,"MANCHIN, Joe, III",M001183,1947,,-0.055,0.439,-56.76916,0.90536,571,15,,-0.044,0.366,
116,Senate,29940,25,0,WI,100,,,"BALDWIN, Tammy",B001230,1962,,-0.493,-0.14,-131.53312,0.79552,575,65,,-0.393,0.002,
116,Senate,41111,25,0,WI,200,,,"JOHNSON, Ron",J000293,1955,,0.606,-0.274,-45.39815,0.92105,552,22,,0.611,0.001,
116,Senate,40707,68,0,WY,200,,,"BARRASSO, John A.",B001261,1952,,0.541,0.246,-29.50326,0.95015,577,17,,0.607,0.311,
116,Senate,49706,68,0,WY,200,,,"ENZI, Michael B.",E000285,1944,,0.545,0.198,-42.17328,0.92868,570,16,,0.589,0.406,